date,region,channel,customer_id,product_id,product_category,customer_segment,orders,units,revenue,price,discount
2026-03-01,Region A,Online,C00548,P007,Premium,Premium,1,1,279.87,279.87,0.0954
2026-03-01,Region A,Online,C00552,P016,Standard,Budget,1,2,188.71,94.35,0.0814
2026-03-01,Region A,Store,C00555,P017,Standard,Regular,1,1,126.03,126.03,0.0696
2026-03-01,Region A,Online,C00558,P003,Premium,Budget,1,2,589.55,294.77,0.0957
2026-03-01,Region A,Online,C00568,P019,Standard,Regular,1,1,147.47,147.47,0.094
2026-03-01,Region A,Online,C00568,P012,Standard,Regular,1,1,157.25,157.25,0.0894
2026-03-01,Region A,Online,C00579,P015,Standard,Regular,1,1,112.34,112.34,0.0965
2026-03-01,Region A,Online,C00592,P028,Value,Premium,1,1,30.07,30.07,0.0657
2026-03-01,Region A,Online,C00592,P019,Standard,Premium,1,1,152.47,152.47,0.0632
2026-03-01,Region A,Store,C00607,P025,Value,Premium,1,1,62.28,62.28,0.0963
2026-03-01,Region A,Online,C00611,P023,Value,Regular,1,1,72.93,72.93,0.0713
2026-03-01,Region A,Online,C00614,P023,Value,Regular,1,1,74.1,74.1,0.0564
2026-03-01,Region A,Online,C00616,P011,Standard,Premium,1,2,212.44,106.22,0.0928
2026-03-01,Region A,Store,C00625,P011,Standard,Budget,1,1,106.91,106.91,0.0869
2026-03-01,Region A,Store,C00625,P012,Standard,Budget,1,1,156.83,156.83,0.0918
2026-03-01,Region A,Online,C00627,P009,Premium,Regular,1,1,186.68,186.68,0.0748
2026-03-01,Region A,Online,C00629,P019,Standard,Premium,1,1,153.53,153.53,0.0567
2026-03-01,Region A,Store,C00629,P006,Premium,Premium,1,2,649.4,324.7,0.0612
2026-03-01,Region A,Online,C00629,P025,Value,Premium,1,1,63.01,63.01,0.0857
2026-03-01,Region A,Online,C00643,P021,Standard,Regular,1,2,281.92,140.96,0.0953
2026-03-01,Region A,Store,C00665,P007,Premium,Budget,1,3,837.81,279.27,0.0974
2026-03-01,Region A,Store,C00666,P012,Standard,Regular,1,1,163.84,163.84,0.0512
2026-03-01,Region A,Store,C00666,P005,Premium,Regular,1,1,181.86,181.86,0.0722
2026-03-01,Region A,Online,C00673,P026,Value,Regular,1,1,37.02,37.02,0.0681
2026-03-01,Region A,Online,C00673,P011,Standard,Regular,1,1,108.52,108.52,0.0731
2026-03-01,Region A,Store,C00678,P007,Premium,Premium,1,1,293.22,293.22,0.0523
2026-03-01,Region A,Store,C00681,P025,Value,Regular,1,1,64.15,64.15,0.0692
2026-03-01,Region A,Online,C00685,P001,Premium,Budget,1,1,285.53,285.53,0.0836
2026-03-01,Region A,Store,C00698,P007,Premium,Regular,1,1,288.36,288.36,0.068
2026-03-01,Region A,Online,C00698,P030,Value,Regular,1,1,60.88,60.88,0.0509
2026-03-01,Region A,Store,C00698,P028,Value,Regular,1,2,60.64,30.32,0.058
2026-03-01,Region A,Online,C00698,P011,Standard,Regular,1,1,105.39,105.39,0.0999
2026-03-01,Region A,Store,C00716,P023,Value,Budget,1,1,71.59,71.59,0.0884
2026-03-01,Region A,Online,C00726,P017,Standard,Regular,1,2,244.54,122.27,0.0974
2026-03-01,Region A,Online,C00732,P019,Standard,Regular,1,1,146.9,146.9,0.0975
2026-03-01,Region A,Online,C00733,P014,Standard,Regular,1,1,152.11,152.11,0.0627
2026-03-01,Region A,Online,C00739,P024,Value,Regular,1,1,67.97,67.97,0.0897
2026-03-01,Region A,Online,C00745,P020,Standard,Regular,1,3,397.05,132.35,0.0756
2026-03-01,Region A,Online,C00758,P019,Standard,Budget,1,1,151.62,151.62,0.0684
2026-03-01,Region A,Online,C00758,P021,Standard,Budget,1,1,146.09,146.09,0.0624
2026-03-01,Region A,Online,C00760,P014,Standard,Premium,1,1,149.68,149.68,0.0776
2026-03-01,Region A,Online,C00771,P019,Standard,Budget,1,1,147.59,147.59,0.0932
2026-03-01,Region A,Online,C00771,P027,Value,Budget,1,1,49.62,49.62,0.0697
2026-03-01,Region A,Store,C00773,P019,Standard,Premium,1,1,147.92,147.92,0.0912
2026-03-01,Region A,Store,C00775,P020,Standard,Regular,1,2,260.34,130.17,0.0908
2026-03-01,Region A,Online,C00787,P011,Standard,Regular,1,2,218.34,109.17,0.0676
2026-03-01,Region A,Online,C00790,P027,Value,Regular,1,1,48.83,48.83,0.0846
2026-03-01,Region A,Store,C00791,P018,Standard,Regular,1,1,81.19,81.19,0.0601
2026-03-01,Region A,Online,C00791,P012,Standard,Regular,1,1,159.69,159.69,0.0752
2026-03-01,Region A,Online,C00807,P012,Standard,Premium,1,2,316.24,158.12,0.0843
2026-03-01,Region A,Store,C00809,P015,Standard,Regular,1,1,113.76,113.76,0.0851
2026-03-01,Region A,Store,C00822,P026,Value,Regular,1,1,37.56,37.56,0.0545
2026-03-01,Region A,Online,C00830,P017,Standard,Premium,1,1,125.25,125.25,0.0754
2026-03-01,Region A,Online,C00843,P018,Standard,Regular,1,1,80.06,80.06,0.0732
2026-03-01,Region A,Online,C00846,P014,Standard,Regular,1,1,153.49,153.49,0.0542
2026-03-01,Region A,Online,C00852,P017,Standard,Regular,1,1,126.25,126.25,0.068
2026-03-01,Region A,Online,C00857,P013,Standard,Premium,1,1,132.44,132.44,0.0828
2026-03-01,Region A,Online,C00877,P015,Standard,Budget,1,2,229.09,114.54,0.0788
2026-03-01,Region A,Store,C00877,P002,Premium,Budget,1,1,236.27,236.27,0.072
2026-03-01,Region A,Online,C00880,P019,Standard,Premium,1,1,152.87,152.87,0.0607
2026-03-01,Region A,Online,C00895,P021,Standard,Budget,1,2,294.41,147.2,0.0552
2026-03-01,Region A,Store,C00895,P020,Standard,Budget,1,1,130.93,130.93,0.0855
2026-03-01,Region A,Online,C00898,P013,Standard,Regular,1,1,136.09,136.09,0.0575
2026-03-01,Region A,Store,C00917,P012,Standard,Premium,1,1,159.91,159.91,0.074
2026-03-01,Region A,Store,C00921,P025,Value,Budget,1,1,62.58,62.58,0.092
2026-03-01,Region A,Online,C00921,P012,Standard,Budget,1,1,160.93,160.93,0.0681
2026-03-01,Region A,Online,C00940,P001,Premium,Budget,1,1,282.95,282.95,0.0919
2026-03-01,Region A,Store,C00940,P023,Value,Budget,1,1,70.95,70.95,0.0966
2026-03-01,Region A,Online,C00960,P028,Value,Premium,1,1,29.9,29.9,0.0712
2026-03-01,Region A,Online,C00964,P030,Value,Regular,1,1,60.27,60.27,0.0605
2026-03-01,Region A,Online,C00966,P016,Standard,Regular,1,1,97.06,97.06,0.0551
2026-03-01,Region A,Online,C00966,P019,Standard,Regular,1,2,308.52,154.26,0.0522
2026-03-01,Region A,Store,C00971,P015,Standard,Premium,1,1,112.9,112.9,0.092
2026-03-01,Region A,Online,C00971,P011,Standard,Premium,1,1,105.68,105.68,0.0973
2026-03-01,Region A,Online,C00971,P024,Value,Premium,1,1,68.75,68.75,0.0791
2026-03-01,Region A,Store,C00990,P011,Standard,Budget,1,1,109.57,109.57,0.0642
2026-03-01,Region A,Store,C00995,P016,Standard,Regular,1,1,93.04,93.04,0.0943
2026-03-01,Region B,Online,C01014,P019,Standard,Premium,1,1,152.55,152.55,0.0627
2026-03-01,Region B,Online,C01014,P003,Premium,Premium,1,2,606.32,303.16,0.07
2026-03-01,Region B,Store,C01020,P015,Standard,Budget,1,1,116.86,116.86,0.0601
2026-03-01,Region B,Online,C01020,P017,Standard,Budget,1,1,124.67,124.67,0.0797
2026-03-01,Region B,Online,C01020,P013,Standard,Budget,1,3,397.71,132.57,0.0819
2026-03-01,Region B,Online,C01025,P027,Value,Premium,1,2,99.69,49.84,0.0655
2026-03-01,Region B,Online,C01025,P023,Value,Premium,1,1,74.06,74.06,0.0569
2026-03-01,Region B,Store,C01033,P016,Standard,Budget,1,2,194.56,97.28,0.053
2026-03-01,Region B,Online,C01033,P012,Standard,Budget,1,1,162.6,162.6,0.0584
2026-03-01,Region B,Online,C01035,P019,Standard,Regular,1,1,147.84,147.84,0.0917
2026-03-01,Region B,Store,C01041,P019,Standard,Premium,1,1,150.65,150.65,0.0744
2026-03-01,Region B,Online,C01041,P022,Standard,Premium,1,1,108.14,108.14,0.0633
2026-03-01,Region B,Store,C01041,P017,Standard,Premium,1,1,126.51,126.51,0.0661
2026-03-01,Region B,Online,C01041,P021,Standard,Premium,1,1,144.09,144.09,0.0752
2026-03-01,Region B,Store,C01041,P022,Standard,Premium,1,1,107.66,107.66,0.0675
2026-03-01,Region B,Online,C01044,P014,Standard,Regular,1,1,151.91,151.91,0.0639
2026-03-01,Region B,Online,C01050,P024,Value,Regular,1,1,69.75,69.75,0.0658
2026-03-01,Region B,Store,C01050,P020,Standard,Regular,1,2,264.19,132.09,0.0774
2026-03-01,Region B,Store,C01053,P025,Value,Regular,1,1,64.74,64.74,0.0607
2026-03-01,Region B,Online,C01058,P020,Standard,Premium,1,1,130.08,130.08,0.0914
2026-03-01,Region B,Online,C01060,P028,Value,Premium,1,1,29.57,29.57,0.0813
2026-03-01,Region B,Store,C01060,P003,Premium,Premium,1,2,589.86,294.93,0.0952
2026-03-01,Region B,Store,C01065,P008,Premium,Regular,1,1,290.35,290.35,0.0742
2026-03-01,Region B,Online,C01067,P005,Premium,Regular,1,1,182.07,182.07,0.0711
2026-03-01,Region B,Online,C01077,P009,Premium,Premium,1,1,181.87,181.87,0.0987
2026-03-01,Region B,Online,C01083,P027,Value,Premium,1,2,96.1,48.05,0.0991
2026-03-01,Region B,Store,C01097,P002,Premium,Budget,1,1,231.15,231.15,0.0921
2026-03-01,Region B,Online,C01097,P013,Standard,Budget,1,2,266.38,133.19,0.0776
2026-03-01,Region B,Store,C01097,P026,Value,Budget,1,1,37.73,37.73,0.0504
2026-03-01,Region B,Online,C01110,P009,Premium,Regular,1,2,367.4,183.7,0.0896
2026-03-01,Region B,Store,C01114,P025,Value,Budget,1,2,126.41,63.21,0.0829
2026-03-01,Region B,Online,C01114,P014,Standard,Budget,1,1,151.0,151.0,0.0695
2026-03-01,Region B,Online,C01114,P019,Standard,Budget,1,1,148.1,148.1,0.0901
2026-03-01,Region B,Store,C01121,P030,Value,Budget,1,1,59.18,59.18,0.0775
2026-03-01,Region B,Online,C01123,P028,Value,Budget,1,1,29.15,29.15,0.0944
2026-03-01,Region B,Online,C01123,P003,Premium,Budget,1,1,294.76,294.76,0.0957
2026-03-01,Region B,Online,C01124,P015,Standard,Budget,1,1,116.39,116.39,0.064
2026-03-01,Region B,Store,C01136,P030,Value,Regular,1,1,59.61,59.61,0.0708
2026-03-01,Region B,Store,C01142,P029,Value,Premium,1,1,35.39,35.39,0.0615
2026-03-01,Region B,Store,C01143,P003,Premium,Budget,1,1,309.54,309.54,0.0504
2026-03-01,Region B,Online,C01155,P024,Value,Premium,1,2,140.03,70.02,0.0622
2026-03-01,Region B,Online,C01155,P014,Standard,Premium,1,2,302.36,151.18,0.0684
2026-03-01,Region B,Online,C01164,P021,Standard,Regular,1,1,143.47,143.47,0.0792
2026-03-01,Region B,Store,C01165,P009,Premium,Regular,1,1,187.27,187.27,0.0719
2026-03-01,Region B,Online,C01167,P025,Value,Regular,1,1,63.24,63.24,0.0825
2026-03-01,Region B,Store,C01167,P022,Standard,Regular,1,1,109.39,109.39,0.0525
2026-03-01,Region B,Store,C01177,P016,Standard,Budget,1,1,94.06,94.06,0.0843
2026-03-01,Region B,Online,C01183,P030,Value,Regular,1,2,119.25,59.62,0.0706
2026-03-01,Region B,Online,C01185,P015,Standard,Premium,1,1,115.68,115.68,0.0696
2026-03-01,Region B,Online,C01188,P016,Standard,Regular,1,1,95.64,95.64,0.069
2026-03-01,Region B,Online,C01194,P022,Standard,Budget,1,1,106.84,106.84,0.0745
2026-03-01,Region B,Online,C01199,P018,Standard,Regular,1,2,158.97,79.48,0.0798
2026-03-01,Region B,Store,C01203,P013,Standard,Premium,1,1,132.78,132.78,0.0804
2026-03-01,Region B,Online,C01203,P017,Standard,Premium,1,2,255.65,127.82,0.0564
2026-03-01,Region B,Online,C01203,P001,Premium,Premium,1,1,288.11,288.11,0.0753
2026-03-01,Region B,Online,C01204,P022,Standard,Premium,1,1,108.72,108.72,0.0583
2026-03-01,Region B,Online,C01204,P018,Standard,Premium,1,1,80.58,80.58,0.0672
2026-03-01,Region B,Online,C01205,P001,Premium,Premium,1,1,290.54,290.54,0.0675
2026-03-01,Region B,Store,C01208,P008,Premium,Regular,1,1,289.62,289.62,0.0766
2026-03-01,Region B,Store,C01228,P022,Standard,Regular,1,1,106.4,106.4,0.0784
2026-03-01,Region B,Store,C01236,P013,Standard,Regular,1,1,134.34,134.34,0.0696
2026-03-01,Region B,Store,C01237,P011,Standard,Regular,1,1,108.89,108.89,0.0699
2026-03-01,Region B,Online,C01240,P027,Value,Regular,1,1,48.67,48.67,0.0876
2026-03-01,Region B,Store,C01246,P018,Standard,Premium,1,1,81.06,81.06,0.0616
2026-03-01,Region B,Online,C01257,P011,Standard,Premium,1,2,219.96,109.98,0.0606
2026-03-01,Region B,Store,C01258,P025,Value,Regular,1,1,62.2,62.2,0.0974
2026-03-01,Region B,Online,C01258,P023,Value,Regular,1,1,71.08,71.08,0.0948
2026-03-01,Region B,Store,C01258,P013,Standard,Regular,1,2,263.69,131.84,0.0869
2026-03-01,Region B,Online,C01258,P021,Standard,Regular,1,2,293.26,146.63,0.0589
2026-03-01,Region B,Online,C01258,P013,Standard,Regular,1,1,136.52,136.52,0.0545
2026-03-01,Region B,Store,C01259,P014,Standard,Regular,1,1,153.05,153.05,0.0569
2026-03-01,Region B,Store,C01259,P025,Value,Regular,1,2,126.83,63.42,0.0798
2026-03-01,Region B,Store,C01263,P016,Standard,Regular,1,2,193.28,96.64,0.0592
2026-03-01,Region B,Online,C01270,P014,Standard,Regular,1,1,150.89,150.89,0.0702
2026-03-01,Region B,Online,C01272,P011,Standard,Regular,1,1,107.18,107.18,0.0845
2026-03-01,Region B,Online,C01276,P001,Premium,Premium,1,1,286.67,286.67,0.0799
2026-03-01,Region B,Store,C01282,P016,Standard,Budget,1,1,96.68,96.68,0.0588
2026-03-01,Region B,Store,C01303,P016,Standard,Regular,1,1,95.17,95.17,0.0735
2026-03-01,Region B,Online,C01308,P008,Premium,Regular,1,1,283.31,283.31,0.0967
2026-03-01,Region B,Store,C01308,P009,Premium,Regular,1,2,367.95,183.97,0.0883
2026-03-01,Region B,Online,C01308,P009,Premium,Regular,1,1,187.16,187.16,0.0724
2026-03-01,Region B,Online,C01316,P020,Standard,Regular,1,1,130.96,130.96,0.0853
2026-03-01,Region B,Store,C01317,P028,Value,Premium,1,1,29.19,29.19,0.0933
2026-03-01,Region B,Store,C01318,P005,Premium,Regular,1,2,371.8,185.9,0.0516
2026-03-01,Region B,Store,C01328,P009,Premium,Premium,1,1,188.0,188.0,0.0683
2026-03-01,Region B,Store,C01336,P013,Standard,Regular,1,1,136.32,136.32,0.0559
2026-03-01,Region B,Store,C01337,P025,Value,Premium,1,2,124.23,62.12,0.0987
2026-03-01,Region B,Store,C01349,P013,Standard,Regular,1,1,130.55,130.55,0.0959
2026-03-01,Region B,Online,C01355,P005,Premium,Regular,1,1,180.26,180.26,0.0804
2026-03-01,Region B,Store,C01360,P018,Standard,Regular,1,1,77.76,77.76,0.0997
2026-03-01,Region B,Online,C01360,P030,Value,Regular,1,2,118.82,59.41,0.0739
2026-03-01,Region B,Store,C01360,P012,Standard,Regular,1,1,160.95,160.95,0.0679
2026-03-01,Region B,Store,C01360,P013,Standard,Regular,1,1,134.85,134.85,0.0661
2026-03-01,Region B,Online,C01362,P011,Standard,Regular,1,1,108.49,108.49,0.0733
2026-03-01,Region B,Store,C01362,P013,Standard,Regular,1,1,136.5,136.5,0.0547
2026-03-01,Region B,Online,C01367,P018,Standard,Premium,1,1,79.47,79.47,0.08
2026-03-01,Region B,Store,C01400,P021,Standard,Premium,1,1,142.6,142.6,0.0848
2026-03-01,Region B,Online,C01407,P020,Standard,Budget,1,1,133.38,133.38,0.0684
2026-03-01,Region B,Store,C01414,P022,Standard,Regular,1,1,104.68,104.68,0.0933
2026-03-01,Region B,Online,C01418,P015,Standard,Premium,1,1,117.06,117.06,0.0586
2026-03-01,Region B,Store,C01425,P021,Standard,Budget,1,3,426.44,142.15,0.0877
2026-03-01,Region B,Online,C01443,P015,Standard,Premium,1,2,226.98,113.49,0.0873
2026-03-01,Region B,Store,C01443,P010,Premium,Premium,1,1,243.66,243.66,0.0503
2026-03-01,Region B,Store,C01451,P003,Premium,Regular,1,1,296.74,296.74,0.0896
2026-03-01,Region B,Store,C01451,P005,Premium,Regular,1,1,182.67,182.67,0.068
2026-03-01,Region B,Online,C01451,P023,Value,Regular,1,1,73.44,73.44,0.0648
2026-03-01,Region B,Online,C01451,P022,Standard,Regular,1,1,106.25,106.25,0.0797
2026-03-01,Region B,Store,C01465,P020,Standard,Regular,1,2,265.3,132.65,0.0735
2026-03-01,Region B,Store,C01465,P029,Value,Regular,1,2,68.79,34.4,0.0878
2026-03-01,Region B,Store,C01467,P011,Standard,Regular,1,2,211.61,105.81,0.0963
2026-03-01,Region B,Online,C01469,P026,Value,Premium,1,1,36.94,36.94,0.0702
2026-03-01,Region B,Store,C01472,P022,Standard,Regular,1,2,218.18,109.09,0.0551
2026-03-01,Region B,Store,C01473,P021,Standard,Regular,1,1,147.92,147.92,0.0507
2026-03-01,Region B,Online,C01486,P010,Premium,Premium,1,1,235.04,235.04,0.0839
2026-03-01,Region B,Store,C01488,P017,Standard,Budget,1,1,128.37,128.37,0.0524
